 EE # ; Manufacturer ; Equipment Name ; Model ; Serial ; Status ; PO ; Category ; EIL ; Acquisition Date ; Total Asset Value ; Location ; Last inventory Date 
69667;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654200;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/29/16
69668;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654203;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9202-111;12/5/16
69669;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654205;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69670;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654206;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69671;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654210;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69672;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654213;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;10147-111;12/2/16
69673;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654215;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69674;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654216;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69675;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654217;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69676;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654218;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69677;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654219;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69678;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654221;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69679;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654222;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69680;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654223;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69681;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654224;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69682;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654225;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69683;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654226;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69684;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654228;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69685;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654229;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69686;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654233;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9602-111;1/5/17
69687;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654234;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69688;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654235;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/29/16
69689;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654236;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69690;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654238;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;8/4/16
69691;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654239;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2108-111;12/5/16
69692;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654240;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/6/17
69693;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654242;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69694;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654244;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/14/16
69695;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654247;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;12/17/16
69696;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654249;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/19/16
69697;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654250;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69698;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654253;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69699;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654254;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69700;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654255;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69701;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654256;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/19/16
69702;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654257;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;1/9/17
69703;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654258;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69704;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654259;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69705;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654261;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69706;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654262;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69707;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654269;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/29/16
69708;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654272;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/29/16
69709;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654273;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69710;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654274;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/3/17
69711;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654275;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69712;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654276;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69713;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654277;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69714;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654282;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69715;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654285;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;C008-70;10/3/16
69716;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654287;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69717;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654289;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;8111-111;1/5/17
69718;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654293;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69719;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654294;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69720;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654300;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;10140-111;12/2/16
69721;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654301;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69722;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654303;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;12/14/16
69723;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654304;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/6/17
69724;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654305;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69725;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654306;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69726;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654307;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69727;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654308;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69728;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654309;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;3/1/16
69729;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654310;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69730;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654311;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/29/16
69731;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654312;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/6/17
69732;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654313;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69733;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654314;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69734;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654315;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;12/29/16
69735;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654316;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69736;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654318;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/5/17
69737;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654319;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69738;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654320;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69739;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654321;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69740;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654322;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/29/16
69741;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654323;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69742;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654324;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/15/16
69744;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654335;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4204-111;10/2/16
69745;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654336;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69746;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654339;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69747;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654349;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/6/17
69748;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654353;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69749;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654374;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69750;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654376;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5450-111;12/5/16
69751;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654379;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2108-111;12/16/16
69752;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654380;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69753;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654390;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/5/17
69754;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654415;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69755;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654457;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/5/16
69756;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654469;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/14/16
69757;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654518;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69758;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654527;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69759;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654584;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69936;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13680582;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;1/5/17
69938;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682044;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;;6/28/12;1594,97;B0209-111;1/5/17
69939;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681578;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;5600A-111;1/5/17
69940;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13680466;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2180-111;12/29/16
69941;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681889;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;1/5/17
69942;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682150;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;5600A-111;1/6/17
69943;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13680402;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;7502-111;12/5/16
69944;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682097;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;B0209-111;12/29/16
69945;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682152;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2209-111;12/5/16
69946;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681986;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;6604-111;12/21/16
69947;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682088;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;5600A-111;12/5/16
69948;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682338;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;12/14/16
69949;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682214;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;B0209-111;1/5/17
69951;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681275;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;6222-111;10/2/16
69952;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681994;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;6604-111;12/29/16
69953;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681890;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;12/29/16
69954;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681900;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;4420-111;1/5/17
69955;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681892;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;4420-111;12/5/16
69956;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681886;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;1/6/17
69957;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13680736;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;5600A-111;1/6/17
69958;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13680296;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;B0209-111;1/5/17
69959;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681506;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;6222-111;1/5/17
69960;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682123;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;12/29/16
69961;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682153;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2180-111;12/5/16
69962;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682160;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;1/6/17
69963;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682316;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;1138-111;1/5/17
69964;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681861;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;1138-111;1/6/17
69965;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682128;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;B0209-111;12/15/16
69966;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13681952;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;B0209-111;12/19/16
69967;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682277;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;2501-111;1/3/17
69968;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13682183;IN USE;695-A20247;INFUSION PUMPS: GENERAL-PURPOSE;422;6/28/12;1594,97;9602-111;12/29/16
